"date","time","temp","pH","ORP","cond","depth","turb","HDO","HDO_sat","BP","battery","TDS","pH_mV","date_time","transect_ID","SourceFile.x","SourceFile.y","time_diff_sec","meters_per_sec","date_time_start","date_time_end","direction_fish","seconds_moved","meters_moved"
"12-Feb-2025","10:06:00",26.76,8.13,331.4,124.2,0.67,9.35,6.2,94.1,631.2,6.99,79.5,-44.7,2025-02-12 10:06:00,"pap_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_100348.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_101121.jpg",453,1.1037527593819,2025-02-12 10:03:48,"12-Feb-2025 10:11:21","from coast",132,145.695364238411
"12-Feb-2025","10:07:00",26.79,8.21,310.7,124.8,0.57,9.53,6.52,99,631.2,6.97,79.9,-48.8,2025-02-12 10:07:00,"pap_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_100348.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_101121.jpg",453,1.1037527593819,2025-02-12 10:03:48,"12-Feb-2025 10:11:21","from coast",192,211.920529801325
"12-Feb-2025","10:08:00",26.82,7.88,305.9,126.3,0.6,9.52,6.25,94.9,631.2,6.97,80.8,-31.2,2025-02-12 10:08:00,"pap_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_100348.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_101121.jpg",453,1.1037527593819,2025-02-12 10:03:48,"12-Feb-2025 10:11:21","from coast",252,278.145695364238
"12-Feb-2025","10:09:00",26.77,7.88,308.2,126.7,0.64,10.82,5.94,90.1,631.2,6.91,81.1,-31.6,2025-02-12 10:09:00,"pap_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_100348.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_101121.jpg",453,1.1037527593819,2025-02-12 10:03:48,"12-Feb-2025 10:11:21","from coast",312,344.370860927152
"12-Feb-2025","10:10:00",26.73,8.02,298,126,0.66,10.7,6.34,96.1,631.2,7.04,80.6,-39,2025-02-12 10:10:00,"pap_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_100348.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_101121.jpg",453,1.1037527593819,2025-02-12 10:03:48,"12-Feb-2025 10:11:21","from coast",372,410.596026490066
"12-Feb-2025","10:11:00",26.68,8.24,286.6,125.4,0.6,10.7,6.47,97.9,631.2,7.11,80.3,-50.4,2025-02-12 10:11:00,"pap_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_100348.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_101121.jpg",453,1.1037527593819,2025-02-12 10:03:48,"12-Feb-2025 10:11:21","from coast",432,476.82119205298
"12-Feb-2025","10:36:00",26.85,7.81,352.3,120.1,0.74,8.21,6.05,91.9,631.2,7.07,76.8,-27.6,2025-02-12 10:36:00,"tree_1","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_103510.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_104157.jpg",407,1.22850122850123,2025-02-12 10:35:10,"12-Feb-2025 10:41:57","from coast",50,61.4250614250614
"12-Feb-2025","10:37:00",26.72,7.99,337.5,120.4,0.63,8.38,6.4,96.9,631.2,7.07,77.1,-37.2,2025-02-12 10:37:00,"tree_1","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_103510.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_104157.jpg",407,1.22850122850123,2025-02-12 10:35:10,"12-Feb-2025 10:41:57","from coast",110,135.135135135135
"12-Feb-2025","10:38:00",26.68,7.97,328.1,120.6,0.63,9,6.44,97.5,631.2,6.81,77.2,-36.2,2025-02-12 10:38:00,"tree_1","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_103510.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_104157.jpg",407,1.22850122850123,2025-02-12 10:35:10,"12-Feb-2025 10:41:57","from coast",170,208.845208845209
"12-Feb-2025","10:39:00",26.66,7.93,320,120.5,0.69,10.02,6.41,97,631.2,6.99,77.1,-33.8,2025-02-12 10:39:00,"tree_1","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_103510.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_104157.jpg",407,1.22850122850123,2025-02-12 10:35:10,"12-Feb-2025 10:41:57","from coast",230,282.555282555283
"12-Feb-2025","10:40:00",26.66,8.08,312,120.9,0.64,9.73,6.46,97.7,631.2,6.92,77.3,-42,2025-02-12 10:40:00,"tree_1","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_103510.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_104157.jpg",407,1.22850122850123,2025-02-12 10:35:10,"12-Feb-2025 10:41:57","from coast",290,356.265356265356
"12-Feb-2025","10:41:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-02-12 10:41:00,"tree_1","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_103510.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_104157.jpg",407,1.22850122850123,2025-02-12 10:35:10,"12-Feb-2025 10:41:57","from coast",350,429.97542997543
"12-Feb-2025","11:05:00",26.47,7.45,343.9,117.8,0.73,6.32,4.18,63.1,631.2,6.74,75.4,-8.5,2025-02-12 11:05:00,"tree_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_110442.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_111113.jpg",391,1.27877237851662,2025-02-12 11:04:42,"12-Feb-2025 11:11:13","from coast",18,23.0179028132992
"12-Feb-2025","11:06:00",26.62,8.04,326.9,118.2,0.64,7.14,6.22,94,631.2,6.96,75.6,-40.1,2025-02-12 11:06:00,"tree_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_110442.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_111113.jpg",391,1.27877237851662,2025-02-12 11:04:42,"12-Feb-2025 11:11:13","from coast",78,99.7442455242967
"12-Feb-2025","11:07:00",26.68,8.59,295.7,118.4,0.61,10.39,6.82,103.2,631.2,7.02,75.8,-68.9,2025-02-12 11:07:00,"tree_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_110442.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_111113.jpg",391,1.27877237851662,2025-02-12 11:04:42,"12-Feb-2025 11:11:13","from coast",138,176.470588235294
"12-Feb-2025","11:08:00",26.67,8.67,267.4,118.4,0.64,9.81,7.11,107.7,631.2,6.96,75.8,-73.1,2025-02-12 11:08:00,"tree_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_110442.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_111113.jpg",391,1.27877237851662,2025-02-12 11:04:42,"12-Feb-2025 11:11:13","from coast",198,253.196930946292
"12-Feb-2025","11:09:00",26.63,8.73,246.7,118,0.64,11.86,7.19,108.7,631.2,6.97,75.5,-76.6,2025-02-12 11:09:00,"tree_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_110442.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_111113.jpg",391,1.27877237851662,2025-02-12 11:04:42,"12-Feb-2025 11:11:13","from coast",258,329.923273657289
"12-Feb-2025","11:10:00",26.64,8.82,234.4,118.1,0.61,12.14,7.37,111.4,631.2,6.89,75.6,-81.1,2025-02-12 11:10:00,"tree_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_110442.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_111113.jpg",391,1.27877237851662,2025-02-12 11:04:42,"12-Feb-2025 11:11:13","from coast",318,406.649616368286
"12-Feb-2025","11:11:00",26.62,8.87,228.5,118.1,0.59,11.84,7.6,114.9,631.2,6.82,75.6,-83.8,2025-02-12 11:11:00,"tree_2","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_110442.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_111113.jpg",391,1.27877237851662,2025-02-12 11:04:42,"12-Feb-2025 11:11:13","from coast",378,483.375959079284
"12-Feb-2025","11:41:00",26.36,8.15,335.1,118.4,0.83,7.63,6.41,96.5,631.2,6.94,75.8,-45.4,2025-02-12 11:41:00,"tree_3","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_114016.jpg","/Users/joycevriesema/Library/CloudStorage/GoogleDrive-j.vriesema.1@student.rug.nl/.shortcut-targets-by-id/1siXV0T2vKuXT_W5l-u1rm5aMLGcwJOad/2025_LakeFishBirdTransects_SLVC/Fish Videos and Water Photos/SLVC_12FEB2025/Sorted Videos and Photos/20250212_114841.jpg",504,0.992063492063492,2025-02-12 11:40:16,"12-Feb-2025 11:48:40","from coast",44,43.6507936507937
